Schema Version,Record Type,Source Name,Source URL,Product Name,Description,Pricing,Category,Downloads,Likes,Tags,Collected At
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Qwen3.6-35B-A3B-MTP-GGUF,unsloth/Qwen3.6-35B-A3B-MTP-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,808947,911,"transformers, gguf, unsloth, qwen, qwen3_5_moe, image-text-to-text, base_model:Qwen/Qwen3.6-35B-A3B, base_model:quantized:Qwen/Qwen3.6-35B-A3B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/meta-llama/Llama-2-7b-hf,meta-llama/Llama-2-7b-hf,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,808527,2397,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, en, arxiv:2307.09288, license:llama2, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-Omni-30B-A3B-Instruct,Qwen/Qwen3-Omni-30B-A3B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,any-to-any,808435,998,"transformers, safetensors, qwen3_omni_moe, text-to-audio, multimodal, any-to-any, en, license:other, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,808363,41,"transformers, safetensors, gemma4, image-text-to-text, fp8, vllm, llm-compressor, compressed-tensors, conversational, base_model:google/gemma-4-26B-A4B-it, base_model:quantized:google/gemma-4-26B-A4B-it, license:apache-2.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-4-31B-it-qat-w4a16-ct,google/gemma-4-31B-it-qat-w4a16-ct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,808081,65,"transformers, safetensors, gemma4, image-text-to-text, conversational, arxiv:2607.02770, base_model:google/gemma-4-31B-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-4-31B-it-qat-q4_0-unquantized, license:apache-2.0, endpoints_compatible, compressed-tensors, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/black-forest-labs/FLUX.1-dev,black-forest-labs/FLUX.1-dev,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-image,807843,14588,"diffusers, safetensors, text-to-image, image-generation, flux, en, license:other, endpoints_compatible, diffusers:FluxPipeline, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/onnx-community/Kokoro-82M-v1.0-ONNX,onnx-community/Kokoro-82M-v1.0-ONNX,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-speech,802508,259,"transformers.js, onnx, style_text_to_speech_2, text-to-speech, en, base_model:hexgrad/Kokoro-82M, base_model:quantized:hexgrad/Kokoro-82M, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2-0.5B,Qwen/Qwen2-0.5B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,796707,170,"transformers, safetensors, qwen2, text-generation, pretrained, conversational, en, license:apache-2.0, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/kredor/punctuate-all,kredor/punctuate-all,AI/ML model hosted on Hugging Face Hub,UNKNOWN,token-classification,793525,29,"transformers, pytorch, xlm-roberta, token-classification, dataset:wmt/europarl, license:mit, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/MIT/ast-finetuned-audioset-10-10-0.4593,MIT/ast-finetuned-audioset-10-10-0.4593,AI/ML model hosted on Hugging Face Hub,UNKNOWN,audio-classification,792436,370,"transformers, pytorch, safetensors, audio-spectrogram-transformer, audio-classification, arxiv:2104.01778, license:bsd-3-clause, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/yiyanghkust/finbert-tone,yiyanghkust/finbert-tone,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,791625,223,"transformers, pytorch, tf, text-classification, financial-sentiment-analysis, sentiment-analysis, en, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3.5-397B-A17B-FP8,Qwen/Qwen3.5-397B-A17B-FP8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,790614,183,"transformers, safetensors, qwen3_5_moe, image-text-to-text, conversational, base_model:Qwen/Qwen3.5-397B-A17B, base_model:quantized:Qwen/Qwen3.5-397B-A17B, license:apache-2.0, endpoints_compatible, fp8, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,AI/ML model hosted on Hugging Face Hub,UNKNOWN,depth-estimation,786489,110,"transformers, pytorch, dpt, depth-estimation, vision, arxiv:2103.13413, license:apache-2.0, model-index, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/FINAL-Bench/POCKET-35B-GGUF,FINAL-Bench/POCKET-35B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,785806,72,"llama.cpp, gguf, conversational, on-device, mobile, iphone, android, cpu, local-llm, edge, mixture-of-experts, moe, quantized, pocket, vidraft, qwen3_5_moe, darwin, text-generation, base_model:FINAL-Bench/Darwin-36B-Opus, base_model:quantized:FINAL-Bench/Darwin-36B-Opus, license:apache-2.0, endpoints_compatible, region:us, imatrix",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Comfy-Org/ltx-2,Comfy-Org/ltx-2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,783095,148,"diffusion-single-file, comfyui, base_model:google/gemma-3-12b-it, base_model:finetune:google/gemma-3-12b-it, license:other, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-4-12B-it-qat-q4_0-gguf,google/gemma-4-12B-it-qat-q4_0-gguf,AI/ML model hosted on Hugging Face Hub,UNKNOWN,any-to-any,780934,290,"transformers, gguf, any-to-any, arxiv:2607.02770, base_model:google/gemma-4-12B-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-4-12B-it-qat-q4_0-unquantized, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/jinaai/jina-reranker-v3,jinaai/jina-reranker-v3,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-ranking,780543,145,"transformers, safetensors, qwen3, feature-extraction, reranker, text-ranking, custom_code, multilingual, arxiv:2509.25085, base_model:Qwen/Qwen3-0.6B, base_model:finetune:Qwen/Qwen3-0.6B, license:cc-by-nc-4.0, region:eu",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/lpiccinelli/unidepth-v2-vitl14,lpiccinelli/unidepth-v2-vitl14,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,777088,50,"UniDepth, pytorch, safetensors, model_hub_mixin, monocular-metric-depth-estimation, pytorch_model_hub_mixin, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3.5-2B-Base,Qwen/Qwen3.5-2B-Base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,775183,89,"transformers, safetensors, qwen3_5, image-text-to-text, conversational, license:apache-2.0, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Leo97/KoELECTRA-small-v3-modu-ner,Leo97/KoELECTRA-small-v3-modu-ner,AI/ML model hosted on Hugging Face Hub,UNKNOWN,token-classification,774592,25,"transformers, pytorch, tensorboard, safetensors, electra, token-classification, generated_from_trainer, ko, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/sentence-transformers/LaBSE,sentence-transformers/LaBSE,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,774381,346,"sentence-transformers, pytorch, tf, jax, onnx, safetensors, bert, feature-extraction, sentence-similarity, multilingual, af, sq, am, ar, hy, as, az, eu, be, bn, bs, bg, my, ca, ceb, zh, co, hr, cs, da, nl, en, eo, et, fi, fr, fy, gl, ka, de, el, gu, ht, ha, haw, he, hi, hmn, hu, is, ig, id, ga, it, ja, jv, kn, kk, km, rw, ko, ku, ky, lo, la, lv, lt, lb, mk, mg, ms, ml, mt, mi, mr, mn, ne, no, ny, or, fa, pl, pt, pa, ro, ru, sm, gd, sr, st, sn, si, sk, sl, so, es, su, sw, sv, tl, tg, ta, tt, te, th, bo, tr, tk, ug, uk, ur, uz, vi, cy, wo, xh, yi, yo, zu, license:apache-2.0, eval-results, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Muse-Glimmer-30B-GGUF,unsloth/Muse-Glimmer-30B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,771700,524,"transformers, gguf, unsloth, meta, image-text-to-text, arxiv:2504.13181, arxiv:2602.06036, base_model:meta-models/Muse-Glimmer-30B, base_model:quantized:meta-models/Muse-Glimmer-30B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/bigscience/bloomz-560m,bigscience/bloomz-560m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,770140,138,"transformers, pytorch, tensorboard, safetensors, bloom, text-generation, ak, ar, as, bm, bn, ca, code, en, es, eu, fon, fr, gu, hi, id, ig, ki, kn, lg, ln, ml, mr, ne, nso, ny, or, pa, pt, rn, rw, sn, st, sw, ta, te, tn, ts, tum, tw, ur, vi, wo, xh, yo, zh, zu, dataset:bigscience/xP3, arxiv:2211.01786, license:bigscience-bloom-rail-1.0, model-index, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-transformers/multi-qa-MiniLM-L6-cos-v1,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,767292,138,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, bert, feature-extraction, sentence-similarity, transformers, en, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:search_qa, dataset:eli5, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/QQP, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/Amazon-QA, dataset:embedding-data/WikiAnswers, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ahotrod/electra_large_discriminator_squad2_512,ahotrod/electra_large_discriminator_squad2_512,AI/ML model hosted on Hugging Face Hub,UNKNOWN,question-answering,766513,7,"transformers, pytorch, tf, electra, question-answering, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-ASR-0.6B,Qwen/Qwen3-ASR-0.6B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,761560,353,"safetensors, qwen3_asr, automatic-speech-recognition, arxiv:2601.21337, license:apache-2.0, eval-results, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/hustvl/yolos-small,hustvl/yolos-small,AI/ML model hosted on Hugging Face Hub,UNKNOWN,object-detection,761544,98,"transformers, pytorch, safetensors, yolos, object-detection, vision, dataset:coco, arxiv:2106.00666, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ISTA-DASLab/gemma-3-27b-it-GPTQ-4b-128g,ISTA-DASLab/gemma-3-27b-it-GPTQ-4b-128g,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,755038,45,"transformers, safetensors, gemma3, image-text-to-text, int4, vllm, llmcompressor, conversational, base_model:google/gemma-3-27b-it, base_model:quantized:google/gemma-3-27b-it, license:gemma, text-generation-inference, endpoints_compatible, compressed-tensors, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,754668,654,"transformers, safetensors, deepseek_v2, text-generation, conversational, custom_code, arxiv:2401.06066, license:other, eval-results, text-generation-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Xenova/whisper-tiny.en,Xenova/whisper-tiny.en,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,753577,27,"transformers.js, onnx, whisper, automatic-speech-recognition, base_model:openai/whisper-tiny.en, base_model:quantized:openai/whisper-tiny.en, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct-AWQ,Qwen/Qwen2.5-32B-Instruct-AWQ,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,752997,102,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-32B-Instruct, base_model:quantized:Qwen/Qwen2.5-32B-Instruct, license:apache-2.0, text-generation-inference, endpoints_compatible, 4-bit, awq, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/softcatala/wav2vec2-large-xlsr-catala,softcatala/wav2vec2-large-xlsr-catala,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,751905,1,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, ca, dataset:common_voice, dataset:parlament_parla, license:apache-2.0, model-index, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,750929,434,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, nemotron-3, latent-moe, mtp, conversational, custom_code, en, fr, es, it, de, ja, zh, dataset:nvidia/nemotron-post-training-v3, dataset:nvidia/nemotron-pre-training-datasets, arxiv:2512.20848, arxiv:2512.20856, license:other, endpoints_compatible, 8-bit, modelopt, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/black-forest-labs/FLUX.1-schnell,black-forest-labs/FLUX.1-schnell,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-image,750427,5770,"diffusers, safetensors, text-to-image, image-generation, flux, en, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, deploy:sagemaker, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/trl-internal-testing/tiny-Qwen3MoeForCausalLM,trl-internal-testing/tiny-Qwen3MoeForCausalLM,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,750179,1,"transformers, safetensors, qwen3_moe, text-generation, trl, conversational, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,749707,131,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-30B-A3B-Instruct-2507, base_model:quantized:Qwen/Qwen3-30B-A3B-Instruct-2507, license:apache-2.0, endpoints_compatible, fp8, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/PaddlePaddle/PP-OCRv5_server_det,PaddlePaddle/PP-OCRv5_server_det,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-to-text,747125,75,"PaddleOCR, OCR, PaddlePaddle, textline_detection, image-to-text, en, zh, arxiv:1212.1442, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Kijai/LTX2.3_comfy,Kijai/LTX2.3_comfy,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,747113,603,"diffusion-single-file, comfyui, base_model:Lightricks/LTX-2.3, base_model:finetune:Lightricks/LTX-2.3, license:other, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Ransaka/sinlib,Ransaka/sinlib,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,743014,0,"sinhala, nlp, spellcheck, typo-detection, seq2seq, sequence-labeling, pytorch, si, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Alibaba-NLP/gte-Qwen2-1.5B-instruct,Alibaba-NLP/gte-Qwen2-1.5B-instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,741470,238,"sentence-transformers, safetensors, qwen2, text-generation, mteb, transformers, Qwen2, sentence-similarity, custom_code, arxiv:2308.03281, license:apache-2.0, model-index, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Lightricks/LTX-Video,Lightricks/LTX-Video,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-to-video,740848,2297,"diffusers, safetensors, ltx-video, image-to-video, en, license:other, diffusers:LTXPipeline, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/camenduru/dinov3-vitl16-pretrain-lvd1689m,camenduru/dinov3-vitl16-pretrain-lvd1689m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-feature-extraction,740716,16,"transformers, safetensors, dinov3_vit, image-feature-extraction, dino, dinov3, arxiv:2508.10104, en, base_model:facebook/dinov3-vit7b16-pretrain-lvd1689m, base_model:finetune:facebook/dinov3-vit7b16-pretrain-lvd1689m, license:other, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-ai/deepseek-coder-7b-instruct-v1.5,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,739009,160,"transformers, safetensors, llama, text-generation, conversational, license:other, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,736606,27,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-Coder-7B-Instruct, license:apache-2.0, text-generation-inference, endpoints_compatible, 4-bit, awq, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/EleutherAI/gpt-neox-20b,EleutherAI/gpt-neox-20b,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,729368,585,"transformers, pytorch, safetensors, gpt_neox, text-generation, causal-lm, en, dataset:EleutherAI/pile, arxiv:2204.06745, arxiv:2101.00027, arxiv:2201.07311, arxiv:2104.09864, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Lightricks/LTX-2.3-fp8,Lightricks/LTX-2.3-fp8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-to-video,725906,136,"diffusers, image-to-video, text-to-video, video-to-video, image-text-to-video, audio-to-video, text-to-audio, video-to-audio, audio-to-audio, text-to-audio-video, image-to-audio-video, image-text-to-audio-video, ltx-2, ltx-2-3, ltx-video, ltxv, lightricks, en, de, es, fr, ja, ko, zh, it, pt, arxiv:2601.03233, license:other, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-8B-FP8,Qwen/Qwen3-8B-FP8,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,723148,63,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-8B, base_model:quantized:Qwen/Qwen3-8B, license:apache-2.0, text-generation-inference, endpoints_compatible, fp8, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/cyankiwi/Qwen3.5-4B-AWQ-4bit,cyankiwi/Qwen3.5-4B-AWQ-4bit,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,723019,21,"transformers, safetensors, qwen3_5, image-text-to-text, conversational, base_model:Qwen/Qwen3.5-4B, base_model:quantized:Qwen/Qwen3.5-4B, license:apache-2.0, endpoints_compatible, compressed-tensors, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Helsinki-NLP/opus-mt-en-ru,Helsinki-NLP/opus-mt-en-ru,AI/ML model hosted on Hugging Face Hub,UNKNOWN,translation,722272,100,"transformers, pytorch, tf, rust, marian, text2text-generation, translation, en, ru, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-2-9b-it,google/gemma-2-9b-it,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,718429,926,"transformers, safetensors, gemma2, text-generation, conversational, arxiv:2009.03300, arxiv:1905.07830, arxiv:1911.11641, arxiv:1904.09728, arxiv:1905.10044, arxiv:1907.10641, arxiv:1811.00937, arxiv:1809.02789, arxiv:1911.01547, arxiv:1705.03551, arxiv:2107.03374, arxiv:2108.07732, arxiv:2110.14168, arxiv:2009.11462, arxiv:2101.11718, arxiv:2110.08193, arxiv:1804.09301, arxiv:2109.07958, arxiv:1804.06876, arxiv:2103.03874, arxiv:2304.06364, arxiv:2206.04615, arxiv:2203.09509, base_model:google/gemma-2-9b, base_model:finetune:google/gemma-2-9b, license:gemma, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/PekingU/rtdetr_r101vd_coco_o365,PekingU/rtdetr_r101vd_coco_o365,AI/ML model hosted on Hugging Face Hub,UNKNOWN,object-detection,717844,19,"transformers, safetensors, rt_detr, object-detection, vision, en, dataset:coco, arxiv:2304.08069, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-NVFP4,AI/ML model hosted on Hugging Face Hub,UNKNOWN,any-to-any,716930,189,"transformers, safetensors, NemotronH_Nano_Omni_Reasoning_V3, feature-extraction, nvidia, pytorch, multimodal, any-to-any, custom_code, dataset:nvidia/Nemotron-Image-Training-v3, arxiv:2604.24954, base_model:nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-BF16, base_model:quantized:nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-BF16, license:other, 8-bit, modelopt, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B,Qwen/Qwen1.5-MoE-A2.7B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,716830,229,"transformers, safetensors, qwen2_moe, text-generation, pretrained, moe, conversational, en, license:other, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/VibeVoice-ASR,microsoft/VibeVoice-ASR,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,714198,1285,"transformers, safetensors, vibevoice, ASR, Transcriptoin, Diarization, Speech-to-Text, automatic-speech-recognition, en, zh, es, pt, de, ja, ko, fr, ru, id, sv, it, he, nl, pl, no, tr, th, ar, hu, ca, cs, da, fa, af, hi, fi, et, aa, el, ro, vi, bg, is, sl, sk, lt, sw, uk, kl, lv, hr, ne, sr, tl, yi, ms, ur, mn, hy, jv, arxiv:2601.18184, license:mit, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/gittensor-model-hub/Qwen3.8-27B-NVFP4-RTX5090,gittensor-model-hub/Qwen3.8-27B-NVFP4-RTX5090,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,714020,154,"transformers, safetensors, qwen3_5, image-text-to-text, nvfp4, modelopt, nvidia, rtx-5090, blackwell, quantization, qwen3.8, sparkinfer, sglang, vllm, conversational, base_model:Qwen/Qwen3.8-27B, base_model:quantized:Qwen/Qwen3.8-27B, license:apache-2.0, endpoints_compatible, 8-bit, region:us",2026-09-11T04:52:02.520644+00:00
